"ID","Number","Nationwide number","Name","Original name","Sex","Year of birth","Nationality","Military/Civilian","Selection","Year of Selection","mission number","total number of missions","Occupation","Year of mission","Mission title","Ascend shuttle","In orbit","Descend shuttle","Hours/mission","Total hrs (sum)","Field21","EVA hrs/mission","Total EVA hrs"
728,306.00,194.00,"Wolf, David A.","Wolf, David A.","M",1956.00,"U.S.","Civ","1990 NASA group",1990.00,3.00,4.00,"MSP",2002.00,"STS-112","STS-112","STS-112","STS-112",259.00,4040.95,3.00,19.68,41.95
729,306.00,194.00,"Wolf, David A.","Wolf, David A.","M",1956.00,"U.S.","Civ","1990 NASA group",1990.00,4.00,4.00,"MSP",2009.00,"STS-127","STS-127","STS-127","STS-127",376.00,4040.95,3.00,18.40,41.95
730,307.00,195.00,"Fettman, Martin Joseph","Fettman, Martin Joseph","M",1956.00,"U.S.","Civ","PS for STS-58",1992.00,1.00,1.00,"PSP",1993.00,"STS-58","STS-58","STS-58","STS-58",336.47,336.47,0.00,0.00,0.00
731,308.00,77.00,"Yuri Vladimirovich Usachyov","Юрий Владимирович Усачёв","M",1957.00,"U.S.S.R/Russia","Mil","1989 NPOE Cosmonaut Group",1989.00,1.00,4.00,"flight engineer",1994.00,"Mir EO-15","Soyuz TM-18","Mir","Soyuz TM-18",4368.45,13270.42,0.00,0.00,31.15
732,308.00,77.00,"Yuri Vladimirovich Usachyov","Юрий Владимирович Усачёв","M",1957.00,"U.S.S.R/Russia","Mil","1989 NPOE Cosmonaut Group",1989.00,2.00,4.00,"flight engineer",1996.00,"Mir EO-21","Soyuz TM-23","Mir","Soyuz TM-23",4651.12,13270.42,6.00,30.50,31.15
733,308.00,77.00,"Yuri Vladimirovich Usachyov","Юрий Владимирович Усачёв","M",1957.00,"U.S.S.R/Russia","Mil","1989 NPOE Cosmonaut Group",1989.00,3.00,4.00,"MSP",2000.00,"STS 101","STS 101","Spacehub","STS 101",236.17,13270.42,0.00,0.00,31.15
734,308.00,77.00,"Yuri Vladimirovich Usachyov","Юрий Владимирович Усачёв","M",1957.00,"U.S.S.R/Russia","Mil","1989 NPOE Cosmonaut Group",1989.00,4.00,4.00,"commander",2001.00,"2","STS 102","ISS","STS 102",4014.68,13270.42,1.00,0.65,31.15
735,309.00,196.00,"Sega, Ronald M.","Sega, Ronald M.","M",1952.00,"U.S.","Civ","1990 NASA group 13",1990.00,1.00,2.00,"MSP",1994.00,"STS-60","STS-60","STS-60","STS-60",199.00,420.00,0.00,0.00,0.00
736,309.00,196.00,"Sega, Ronald M.","Sega, Ronald M.","M",1952.00,"U.S.","Civ","1990 NASA group 13",1990.00,2.00,2.00,"MSP",1996.00,"STS-76","STS-76","STS-76","STS-76",221.00,420.00,0.00,0.00,0.00
737,310.00,197.00,"Jones, Thomas D.","Jones, Thomas D.","M",1955.00,"U.S.","Civ","NASA- 13",1990.00,1.00,4.00,"MSP",1994.00,"STS-59","STS-59","STS-59","STS-59",269.00,1272.82,0.00,0.00,19.82
738,310.00,197.00,"Jones, Thomas D.","Jones, Thomas D.","M",1955.00,"U.S.","Civ","NASA- 14",1990.00,2.00,4.00,"MSP",1994.00,"STS-68","STS-68","STS-68","STS-68",269.00,1272.82,0.00,0.00,19.82
739,310.00,197.00,"Jones, Thomas D.","Jones, Thomas D.","M",1955.00,"U.S.","Civ","NASA- 14",1990.00,3.00,4.00,"MSP",1996.00,"STS-80","STS-80","STS-80","STS-80",423.00,1272.82,0.00,0.00,19.82
740,310.00,197.00,"Jones, Thomas D.","Jones, Thomas D.","M",1955.00,"U.S.","Civ","NASA- 14",1990.00,4.00,4.00,"MSP",2001.00,"STS-98","STS-98","STS-98","STS-98",309.00,1272.82,3.00,19.82,19.82
741,311.00,78.00,"Malenchenko, Yuri","Юрий Иванович Маленченко","M",1961.00,"U.S.S.R/Russia","Mil","TsPK-8",1987.00,1.00,6.00,"commander",1994.00,"16","Soyuz TM­19","Mir","Soyuz TM­19",3022.00,16872.47,2.00,11.12,34.83
742,311.00,78.00,"Malenchenko, Yuri","Юрий Иванович Маленченко","M",1961.00,"U.S.S.R/Russia","Mil","TsPK-8",1987.00,2.00,6.00,"Flight engineer",2000.00,"STS­106","STS­106","STS­106","STS­106",283.00,16872.47,1.00,6.23,34.83
743,311.00,78.00,"Malenchenko, Yuri","Юрий Иванович Маленченко","M",1961.00,"U.S.S.R/Russia","Mil","TsPK-8",1987.00,3.00,6.00,"commander",2003.00,"7","Soyuz TMA­2","ISS","Soyuz TMA­2",4438.00,16872.47,0.00,0.00,34.83
744,311.00,78.00,"Malenchenko, Yuri","Юрий Иванович Маленченко","M",1961.00,"U.S.S.R/Russia","Mil","TsPK-8",1987.00,4.00,6.00,"commander",2007.00,"16","Soyuz TMA­11","ISS","Soyuz TMA­11",4603.00,16872.47,1.00,6.92,34.83
745,311.00,78.00,"Malenchenko, Yuri","Юрий Иванович Маленченко","M",1961.00,"U.S.S.R/Russia","Mil","TsPK-8",1987.00,5.00,6.00,"commander",2012.00,"32","Soyuz TMA­05M","ISS","Soyuz TMA­05M",3047.00,16872.47,1.00,5.85,34.83
746,311.00,78.00,"Malenchenko, Yuri","Юрий Иванович Маленченко","M",1961.00,"U.S.S.R/Russia","Mil","TsPK-8",1987.00,6.00,6.00,"commander",2015.00,"46","Soyuz TMA­19M","ISS","in space",1477.00,16872.47,1.00,4.72,34.83
747,312.00,79.00,"Musabayev, Talgat","Талғат Аманкелдіұлы Мұсабаев","M",1951.00,"U.S.S.R/Russia","Mil","MGA/Kazakhstan",1990.00,1.00,3.00,"flight engineer",1994.00,"16","Soyuz TM­19","Mir","Soyuz TM­19",3002.00,8193.80,2.00,11.12,42.60
748,312.00,79.00,"Musabayev, Talgat","Талғат Аманкелдіұлы Мұсабаев","M",1951.00,"U.S.S.R/Russia","Mil","MGA/Kazakhstan",1990.00,2.00,3.00,"commander",1998.00,"25","Soyuz TM­27","Mir","Soyuz TM­27",4980.00,8193.80,6.00,31.48,42.60
749,312.00,79.00,"Musabayev, Talgat","Талғат Аманкелдіұлы Мұсабаев","M",1951.00,"U.S.S.R/Russia","Mil","MGA/Kazakhstan",1990.00,3.00,3.00,"commander",2001.00,"Soyuz TM­32/31","Soyuz TM­32","Soyuz TM­32","Soyuz TM­31",190.00,8193.80,0.00,0.00,42.60
750,313.00,198.00,"Halsell, James D., Jr.","Halsell, James D., Jr.","M",1956.00,"U.S.","Mil","NASA Astronaut Group 13",1990.00,1.00,5.00,"pilot",1994.00,"STS-65","STS-65","STS-65","STS-65",353.00,1257.00,0.00,0.00,0.00
751,313.00,198.00,"Halsell, James D., Jr.","Halsell, James D., Jr.","M",1956.00,"U.S.","Mil","NASA Astronaut Group 14",1990.00,2.00,5.00,"pilot",1995.00,"STS-74","STS-74","STS-74","STS-74",196.00,1257.00,0.00,0.00,0.00
752,313.00,198.00,"Halsell, James D., Jr.","Halsell, James D., Jr.","M",1956.00,"U.S.","Mil","NASA Astronaut Group 15",1990.00,3.00,5.00,"commander",1997.00,"STS-83","STS-83","STS-83","STS-83",95.00,1257.00,0.00,0.00,0.00
753,313.00,198.00,"Halsell, James D., Jr.","Halsell, James D., Jr.","M",1956.00,"U.S.","Mil","NASA Astronaut Group 16",1990.00,4.00,5.00,"commander",1997.00,"STS-94","STS-94","STS-94","STS-94",376.00,1257.00,0.00,0.00,0.00
754,313.00,198.00,"Halsell, James D., Jr.","Halsell, James D., Jr.","M",1956.00,"U.S.","Mil","NASA Astronaut Group 17",1990.00,5.00,5.00,"commander",2000.00,"STS-101","STS-101","STS-101","STS-101",237.00,1257.00,0.00,0.00,0.00
755,314.00,199.00,"Chiao, Leroy","Chiao, Leroy","M",1960.00,"U.S.","Civ","NASA- 13",1990.00,1.00,4.00,"MSP",1994.00,"STS-65","STS-65","STS-65","STS-65",354.00,5503.00,0.00,0.00,36.09
756,314.00,199.00,"Chiao, Leroy","Chiao, Leroy","M",1960.00,"U.S.","Civ","NASA- 13",1990.00,2.00,4.00,"MSP",1996.00,"STS-72","STS-72","STS-72","STS-72",214.00,5503.00,2.00,12.85,36.09
757,314.00,199.00,"Chiao, Leroy","Chiao, Leroy","M",1960.00,"U.S.","Civ","NASA- 13",1990.00,3.00,4.00,"MSP",2000.00,"STS-92","STS-92","STS-92","STS-92",310.00,5503.00,2.00,13.27,36.09
758,314.00,199.00,"Chiao, Leroy","Chiao, Leroy","M",1960.00,"U.S.","Civ","NASA- 13",1990.00,4.00,4.00,"commander",2004.00,"10","Soyuz TMA-5","ISS","Soyuz TMA-5",4627.00,5503.00,2.00,9.97,36.09
759,315.00,200.00,"Thomas, Donald A.","Thomas, Donald A.","M",1955.00,"U.S.","Civ","1990 NASA group",1990.00,1.00,4.00,"MSP",1994.00,"STS-65","STS-65","STS-65","STS-65",353.00,1038.00,0.00,0.00,0.00
760,315.00,200.00,"Thomas, Donald A.","Thomas, Donald A.","M",1955.00,"U.S.","Civ","1990 NASA group",1990.00,2.00,4.00,"MSP",1995.00,"STS-70","STS-70","STS-70","STS-70",214.00,1038.00,0.00,0.00,0.00
761,315.00,200.00,"Thomas, Donald A.","Thomas, Donald A.","M",1955.00,"U.S.","Civ","1990 NASA group",1990.00,3.00,4.00,"MSP",1997.00,"STS-83","STS-83","STS-83","STS-83",95.00,1038.00,0.00,0.00,0.00
762,315.00,200.00,"Thomas, Donald A.","Thomas, Donald A.","M",1955.00,"U.S.","Civ","1990 NASA group",1990.00,4.00,4.00,"MSP",1997.00,"STS-94","STS-94","STS-94","STS-94",376.00,1038.00,0.00,0.00,0.00
763,316.00,3.00,"Mukai, Chiaki","向井千秋","F",1952.00,"Japan","Civ","NASDA-1",1985.00,1.00,2.00,"PSP",1994.00,"STS-65","STS-65","STS-65","STS-65",354.00,568.00,0.00,0.00,0.00
764,316.00,3.00,"Mukai, Chiaki","向井千秋","F",1952.00,"Japan","Civ","NASDA-1",1985.00,2.00,2.00,"PSP",1998.00,"STS-95","STS-95","STS-95","STS-95",214.00,568.00,0.00,0.00,0.00
765,317.00,210.00,"Linenger, Jerry M.","Linenger, Jerry M.","M",1955.00,"U.S.","Mil","NASA- 14",1992.00,1.00,2.00,"MSP",1994.00,"STS-64","STS-64","STS-64","STS-64",262.00,3218.83,0.00,0.00,0.00
766,317.00,210.00,"Linenger, Jerry M.","Linenger, Jerry M.","M",1955.00,"U.S.","Mil","NASA- 15",1992.00,2.00,2.00,"MSP",1997.00,"22","STS-81","Mir","STS-84",3172.00,3218.83,0.00,0.00,0.00
767,318.00,202.00,"Wilcutt, Terrence W.","Wilcutt, Terrence W.","M",1949.00,"U.S.","Mil","1990 NASA group",1990.00,1.00,4.00,"pilot",1994.00,"STS-68","STS-68","STS-68","STS-68",269.00,1008.00,0.00,0.00,0.00
768,318.00,202.00,"Wilcutt, Terrence W.","Wilcutt, Terrence W.","M",1949.00,"U.S.","Mil","1990 NASA group",1990.00,2.00,4.00,"pilot",1996.00,"STS-79","STS-79","STS-79","STS-79",243.00,1008.00,0.00,0.00,0.00
769,318.00,202.00,"Wilcutt, Terrence W.","Wilcutt, Terrence W.","M",1949.00,"U.S.","Mil","1990 NASA group",1990.00,3.00,4.00,"commander",1998.00,"STS-89","STS-89","STS-89","STS-89",211.00,1008.00,0.00,0.00,0.00
770,318.00,202.00,"Wilcutt, Terrence W.","Wilcutt, Terrence W.","M",1949.00,"U.S.","Mil","1990 NASA group",1990.00,4.00,4.00,"commander",2000.00,"STS-106","STS-106","STS-106","STS-106",283.00,1008.00,0.00,0.00,0.00
771,319.00,203.00,"Smith, Steven L.","Smith, Steven L.","M",1958.00,"U.S.","Civ","1992 NASA group",1992.00,1.00,4.00,"MSP",1994.00,"STS-68","STS-68","STS-68","STS-68",264.00,960.00,0.00,0.00,49.80
772,319.00,203.00,"Smith, Steven L.","Smith, Steven L.","M",1958.00,"U.S.","Civ","1993 NASA group",1992.00,2.00,4.00,"MSP",1997.00,"STS-82","STS-82","STS-82","STS-82",240.00,960.00,3.00,19.17,49.80
773,319.00,203.00,"Smith, Steven L.","Smith, Steven L.","M",1958.00,"U.S.","Civ","1994 NASA group",1992.00,3.00,4.00,"MSP",1999.00,"STS-103","STS-103","STS-103","STS-103",192.00,960.00,2.00,16.38,49.80
774,319.00,203.00,"Smith, Steven L.","Smith, Steven L.","M",1958.00,"U.S.","Civ","1995 NASA group",1992.00,4.00,4.00,"MSP",2002.00,"STS-110","STS-110","STS-110","STS-110",264.00,960.00,2.00,14.25,49.80
775,320.00,80.00,"Kondakova, Yelena V.","Елена Владимировна Кондакова","F",1957.00,"U.S.S.R/Russia","Civ","NPOE-9",1989.00,1.00,2.00,"flight engineer",1994.00,"17","Soyuz TM­20","Mir","Soyuz TM­20",4061.00,4282.68,0.00,0.00,0.00
776,320.00,80.00,"Kondakova, Yelena V.","Елена Владимировна Кондакова","F",1957.00,"U.S.S.R/Russia","Civ","NPOE-9",1989.00,2.00,2.00,"MSP",1997.00,"23","STS­84","STS­84","STS­84",221.00,4282.68,0.00,0.00,0.00
777,321.00,204.00,"Tanner, Joseph R.","Tanner, Joseph R.","M",1950.00,"U.S.","Civ","1992 NASA group",1992.00,1.00,4.00,"MSP",1994.00,"STS-66","STS-66","STS-66","STS-66",262.00,1045.25,0.00,0.00,46.48
778,321.00,204.00,"Tanner, Joseph R.","Tanner, Joseph R.","M",1950.00,"U.S.","Civ","1992 NASA group",1992.00,2.00,4.00,"MSP",1997.00,"STS-82","STS-82","STS-82","STS-82",239.00,1045.25,2.00,14.02,46.48
